,New Book Name,ID,Link,Budget,Gross,Opening,Release Date,Awards List,Book Name,Characters,Genres,Num_reviews,Other editions,Pages,Star votes,Stars,publish_date,Award Count,Num Characters
239,Dracula,tt0021814,http://www.imdb.com/title/tt0021814/,355000,,,14 February 1931,"
Audie Award for Multi-Voiced Performance (2013), Национални фантастични награди for Любим превод за 2015 г. – второ място (2016)
",Dracula (Dracula of Stoker Family #1),"[Jonathan Harker, Lucy Westenra, Abraham Van Helsing, John Seward, Quincey P. Morris, Arthur Holmwood (later Lord Godalming), R.M. Renfield, Mina Murray Harker, Quincey Harker, Peter Hawkins, Samuel F. Billington, Herr Leutner, Mr. Swales, Mr. Westenra, Mrs. Westenra, Lord Godalming (elder), Patrick Hennessey, Thomas Bilder, Sister Agatha (Dracula), Dr. Vincent, Thomas Snelling, Joseph Smollett, Sam Bloxam, Billington Junior, Attendant Hardy, Captain of the Demeter, Abramoff (Demeter Crew), Olgaren (Demeter Crew), Mate of the Demeter (Roumanian), Second Mate of the Demeter, Rufus Smith, Mr. Mackenzie, Mr. Steinkoff, Captain Donelson, Immanuel Hildesheim, Petrof Skinsky, Lady Godalming, Mrs. Seward, Dracula]","[Classics, Horror, Fiction, Fantasy, Paranormal, Vampires, Gothic, Fantasy, Paranormal, Literature, Fantasy, Supernatural, Literature, 19th Century]",16190.0,1911.0,488 pages,"[220225, 226052, 140661, 34108, 10578]",3.97,May 26th 1897,2.0,39.0
240,Dreamcatcher,tt0285531,http://www.imdb.com/title/tt0285531/,68000000,33685268,15027423.0,21 March 2003,,Dreamcatcher,[United States Military],"[Horror, Fiction, Science Fiction, Thriller, Fantasy, Science Fiction, Aliens, Fantasy, Supernatural, Mystery, Fantasy, Paranormal, Suspense]",1718.0,114.0,688 pages,"[27144, 33745, 34731, 13293, 5011]",3.57,March 20th 2001,0.0,1.0
241,Dreamer: Inspired by a True Story,tt0418647,http://www.imdb.com/title/tt0418647/,32000000,32701088,9178233.0,21 October 2005,,Dreamer: Inspired by a True Story,[],"[Nonfiction, Media Tie In, Movies, Animals]",3.0,0.0,,"[8, 4, 0, 1, 0]",4.46,,0.0,0.0
242,Dreamgirls,tt0443489,http://www.imdb.com/title/tt0443489/,70000000,103338338,378950.0,25 December 2006,,Dreamgirls,[],"[Fiction, Media Tie In, Movies]",6.0,9.0,240 pages,"[32, 18, 34, 7, 2]",3.76,,0.0,0.0
243,Drive,tt0780504,http://www.imdb.com/title/tt0780504/,15000000,35060689,11340461.0,16 September 2011,"
Deutscher Krimi Preis for International (2008)
",Drive (Drive #1),[Driver],"[Fiction, Mystery, Crime, Mystery, Noir, Thriller, Mystery]",662.0,38.0,168 pages,"[838, 1942, 1896, 667, 180]",3.47,September 1st 2005,1.0,1.0
244,Drugstore Cowboy,tt0097240,http://www.imdb.com/title/tt0097240/,2500000,4729352,,20 October 1989,,Drugstore Cowboy,[],"[Fiction, Mystery, Crime, Literature, American]",23.0,2.0,224 pages,"[63, 95, 54, 15, 5]",3.84,1990,0.0,0.0
245,Dune,tt0087182,http://www.imdb.com/title/tt0087182/,40000000,30925690,,14 December 1984,"
Hugo Award for Best Novel (1966), Nebula Award for Best Novel (1965), Seiun Award for Best Foreign Novel (1974)
",Dune (Dune #1),"[Stilgar, Vladimir Harkonnen, Duncan Idaho, Leto Atreides, Paul Atreides, Alia, Lady Jessica, Shaddam IV, Gurney Halleck]","[Science Fiction, Fiction, Fantasy, Classics]",11961.0,219.0,604 pages,"[239234, 143756, 69910, 21667, 12902]",4.18,December 1st 1965,3.0,9.0
246,East of Eden,tt0048028,http://www.imdb.com/title/tt0048028/,,,,10 April 1955,"
Audie Award for Classic (2004), National Book Award Finalist for Fiction (1953)
",East of Eden,"[Mr. Edwards, Ethel, Lee, Faye, Tom Hamilton, Cyrus Trask, Mrs. Trask, Alice Trask, Adam Trask, Charles Trask, Aron Trask, Caleb Trask, Samuel Hamilton, Liza Hamilton, George Hamilton, Will Hamilton, Joe Hamilton, Lizzie Hamilton, Una Hamilton, Dessie Hamilton, Olive Hamilton, Mollie Hamilton, Cathy Ames, Abra Bacon, Joe Valery]","[Classics, Fiction, Historical Fiction, Literature]",13521.0,206.0,601 pages,"[174244, 91857, 37636, 9051, 4004]",4.34,1952,2.0,25.0
247,"Eat, Pray, Love",tt0879870,http://www.imdb.com/title/tt0879870/,60000000,80574010,23104523.0,13 August 2010,"
Puddly Award for Nonfiction (2008)
","Eat, Pray, Love",[],"[Nonfiction, Autobiography, Memoir, Travel, Biography]",48681.0,179.0,400 pages,"[291615, 311805, 293892, 143562, 96853]",3.49,2006,1.0,0.0
248,Eclipse,tt0109705,http://www.imdb.com/title/tt0109705/,,86438,,13 October 1995,"
Colorado Blue Spruce Young Adult Book Award (2009), Teen Buckeye Book Award (2008)
",Eclipse (Twilight #3),"[Edward Cullen, Jacob Black, Bella Swan, Billy Black, Esme Cullen, Alice Cullen, Jasper Hale, Carlisle Cullen, Emmett Cullen, Rosalie Hale, Charlie Swan]","[Young Adult, Fantasy, Romance, Paranormal, Vampires, Fiction]",34739.0,1.0,629 pages,"[383661, 297108, 249291, 118611, 79582]",3.7,,2.0,11.0
249,Eddie and the Cruisers,tt0085475,http://www.imdb.com/title/tt0085475/,,4685097,1444886.0,23 September 1983,,Eddie and the Cruisers,[],"[Fiction, Music]",33.0,5.0,260 pages,"[45, 66, 43, 9, 1]",3.88,1980,0.0,0.0
250,Edge of Tomorrow,tt1631867,http://www.imdb.com/title/tt1631867/,178000000,99992247,28760246.0,6 June 2014,"
Seiun Award Nominee for Best Japanese Novel (2005)
",Edge of Tomorrow (Movie Tie-in Edition),"[Keiji Kiriya, Rita Vrataski, Shasta Raylle, Bartolome Ferrell]","[Science Fiction, Fiction, War, Science Fiction, Time Travel]",1364.0,23.0,,"[3946, 5400, 2320, 419, 80]",4.05,2004,1.0,4.0
251,El inquisidor,tt4415152,http://www.imdb.com/title/tt4415152/,,,,,,El inquisidor,[],[Historical Fiction],32.0,11.0,480 pages,"[117, 111, 85, 30, 8]",3.85,2007,0.0,0.0
252,Election,tt0126886,http://www.imdb.com/title/tt0126886/,25000000,14879556,3162540.0,7 May 1999,,Election,[],"[Fiction, Humor, Contemporary, Adult Fiction, Novels]",401.0,9.0,200 pages,"[1358, 2918, 1622, 241, 42]",3.86,March 9th 1998,0.0,0.0
253,Ella Enchanted,tt0327679,http://www.imdb.com/title/tt0327679/,35000000,22913677,6169030.0,9 April 2004,"
Newbery Honor (1998), Mythopoeic Fantasy Award Nominee for Children's Literature (1999), Rebecca Caudill Young Reader's Book Award (2000), Grand Canyon Reader Award for Teen Book (1999), Maryland Black-Eyed Susan Book Award for Grade 6-9 (2000)
...more
Dorothy Canfield Fisher Children's Book Award (1999), Iowa Teen Award (2000)
...less ",Ella Enchanted,"[Ella Varner, Lucinda, Mandy, Prince Charmont, Areida, Hattie, Olive Abroholos Elephanta]","[Fantasy, Young Adult, Fiction, Romance, Fantasy, Fairy Tales, Childrens]",8084.0,55.0,232 pages,"[121535, 105530, 77050, 19348, 6361]",3.96,January 1st 1997,6.0,7.0
254,Eloise,tt0373816,http://www.imdb.com/title/tt0373816/,4000000,,,,,Eloise (Eloise),"[Mr. Salomone, Weenie, Skipperdee, Thomas, Bill, Nanny, René, Johanna, Joe, Vincent, Philip, Lily, Eloise]","[Childrens, Picture Books, Childrens, Fiction]",404.0,22.0,65 pages,"[9939, 5090, 3438, 797, 338]",4.2,1955,0.0,13.0
255,Elsewhere,tt0874271,http://www.imdb.com/title/tt0874271/,500000,,,15 January 2009,"
Georgia Peach Book Award Nominee for Honor book (2006), Borders Original Voices Award for YA or Independent Reader (2005), Sakura Medal for High School Book (2007), Abraham Lincoln Award Nominee (2011), Bronzener Lufti (2006)
...more
Ulmer Unke (2005)
...less ",Elsewhere,"[Elizabeth Marie Hall, Thandiwe Washington, Betty Bloom, Curtis Jest, Aldous Ghent]","[Young Adult, Fantasy, Fiction, Romance, Death]",4529.0,41.0,277 pages,"[14369, 13964, 9277, 2910, 909]",3.92,2005,5.0,5.0
256,Emma,tt0116191,http://www.imdb.com/title/tt0116191/,6000000,22201883,240649.0,30 August 1996,,Emma,[],"[Historical, Literature, 19th Century, European Literature, British Literature]",10833.0,1411.0,474 pages,"[168123, 167834, 96588, 24442, 10699]",3.99,1860,0.0,13.0
257,Empire of the Sun,tt0092965,http://www.imdb.com/title/tt0092965/,35000000,22238696,1314509.0,25 December 1987,"
Man Booker Prize Nominee (1984), Guardian Fiction Award (1984), James Tait Black Memorial Prize for Fiction (1984)
",Empire of the Sun (Empire of the Sun #1),[],"[Fiction, Historical Fiction, War, Cultural, China, Historical]",600.0,75.0,351 pages,"[3573, 5265, 2632, 466, 95]",3.98,1984,3.0,0.0
258,Enchantment,tt0040321,http://www.imdb.com/title/tt0040321/,,,,25 December 1948,,Enchantment,[],"[Fantasy, Fiction, Fantasy, Fairy Tales, Romance, Science Fiction Fantasy, Science Fiction, Time Travel, Historical Fiction, Science Fiction, Adult, Retellings]",2156.0,37.0,422 pages,"[6653, 8643, 5468, 1305, 365]",3.89,January 1st 1999,0.0,0.0
259,Ender's Game,tt1731141,http://www.imdb.com/title/tt1731141/,110000000,61737191,27017351.0,1 November 2013,"
Hugo Award for Best Novel (1986), Nebula Award for Best Novel (1985)
",Ender's Game (The Ender Quintet #1),"[Dink, Bernard, Valentine Wiggin, Peter Wiggin, Mazer Rackham, Alai, Hyrum Graff, Andrew Wiggin, Petra Arkanian, ""Bean"", Major Anderson, Bonzo, Major Imbu]","[Science Fiction, Fiction, Young Adult, Fantasy]",36616.0,213.0,324 pages,"[428672, 245562, 96670, 25944, 14571]",4.29,1985,2.0,13.0
260,Endless Love,tt2318092,http://www.imdb.com/title/tt2318092/,20000000,23393765,15059000.0,14 February 2014,"
National Book Award Finalist for Fiction (Hardcover) (1980) & (Paperback) (1981)
",Endless Love,"[David Axelrod, Jade Butterfield]","[Fiction, Romance, Young Adult, Contemporary, Classics]",379.0,29.0,432 pages,"[711, 778, 734, 360, 215]",3.5,1979,1.0,2.0
261,Enemy Mine,tt0089092,http://www.imdb.com/title/tt0089092/,40000000,12303411,1594702.0,20 December 1985,"
Hugo Award for Best Novella (1980), Nebula Award for Best Novella (1979), Locus Award for Best Novella (1980)
",Enemy Mine (Enemy Mine),[],"[Science Fiction, Fiction, Science Fiction Fantasy]",58.0,11.0,218 pages,"[295, 285, 136, 26, 5]",4.12,September 1979,3.0,0.0
262,Eragon,tt0449010,http://www.imdb.com/title/tt0449010/,100000000,75021527,23239907.0,15 December 2006,"
Book Sense Book of the Year Award for Children's Literature (2004), Books I Loved Best Yearly (BILBY) Awards for Older Readers (2007), Rebecca Caudill Young Reader's Book Award (2006), South Carolina Book Award for Young Adult Book (2006), Grand Canyon Reader Award for Teen Book (2006)
...more
Nene Award (2006), Colorado Blue Spruce Young Adult Book Award (2005), Pennsylvania Young Readers' Choice Award for Grades 6-8 (2005), Rhode Island Teen Book Award (2005), Beehive Award for Young Adult Book (2005), Evergreen Teen Book Award (2006), Golden Archer Award for Middle/Junior High (2006), Soaring Eagle Book Award (2005), Pacific Northwest Library Association Young Reader's Choice Award for Intermediate (2006), Iowa Teen Award (2008), Literaturpreis der Jury der jungen Leser for Kinderbuch (2005), Virginia Reader's Choice Award for Middle (2005), Missouri Gateway Readers Award for Young Adult (2006), Oklahoma Sequoyah Award for YA (2006)
...less ",Eragon (The Inheritance Cycle #1),"[Eragon (The Inheritance Cycle), Saphira (The Inheritance Cycle), Roran Garrowsson, Arya (The Inheritance Cycle), Brom (The Inheritance Cycle), Orik (The Inheritance Cycle), Horst (The Inheritance Cycle), Murtagh (The Inheritance Cycle), Solembum, Queen Islanzadi, Angela the Herbalist]","[Fantasy, Young Adult, Fiction, Fantasy, Dragons, Adventure, Fantasy, Magic, Fantasy, High Fantasy, Science Fiction Fantasy, Young Adult, Teen, Young Adult, Young Adult Fantasy]",17413.0,199.0,503 pages,"[374199, 313859, 225705, 84229, 48311]",3.84,June 2002,18.0,11.0
263,Ethan Frome,tt0106833,http://www.imdb.com/title/tt0106833/,,296081,,12 March 1993,,Ethan Frome,"[Ethan Frome, Mrs. Hale, Zeena Frome, Mattie Silver, Mrs. Ned Hale, Denis Eady, Jotham Powell, Harmon Gow, Michael Eady, Lawyer Varnum, Ned Hale, Orin Silver, Andrew Hale, Aunt Martha Pierce, Mrs. Frome, Mrs. Homan, Dr. Buck, Eliza Spears, Aunt Philura Maple, Daniel Byrne, Dr. Kidder, Mrs. Varnum]","[Classics, Fiction, Literature, Academic, School, Romance, Historical Fiction, Literature, American, Novels, Young Adult, High School, Classics, Classic Literature]",3902.0,516.0,128 pages,"[13075, 21600, 21871, 10363, 6306]",3.34,1911,0.0,22.0
264,Eugene Onegin,tt0939609,http://www.imdb.com/title/tt0939609/,,,,,,Eugene Onegin,"[Eugene Onegin, Vladimir Lensky, Tatyana Larina, Olga Larina, Zaretsky]","[Classics, Cultural, Russia, Fiction, Literature, Russian Literature, Literature, Literature, 19th Century, Romance]",800.0,289.0,240 pages,"[14343, 10766, 6818, 1854, 476]",4.07,1833,0.0,5.0
265,Even Cowgirls Get the Blues,tt0106834,http://www.imdb.com/title/tt0106834/,8000000,1710000,,20 May 1994,"
Washington State Book Award (1977)
",Even Cowgirls Get the Blues,[],"[Fiction, Humor, Literature, Novels, Contemporary]",1561.0,44.0,366 pages,"[10393, 15929, 11848, 3251, 1071]",3.74,April 1976,1.0,0.0
266,Evening,tt0765447,http://www.imdb.com/title/tt0765447/,,12406646,3501971.0,29 June 2007,,Evening,[],"[Fiction, Contemporary, Romance]",572.0,21.0,288 pages,"[628, 1145, 1226, 579, 229]",3.36,January 1998,0.0,0.0
267,Everything Is Illuminated,tt0404030,http://www.imdb.com/title/tt0404030/,7000000,1705595,66806.0,14 October 2005,"
New York Public Library Young Lions Fiction Award (2003), Guardian First Book Award (2002), PEN/Robert W. Bingham Prize (2004), William Saroyan International Prize for Writing for Fiction (2003)
",Everything Is Illuminated,"[Alexander Perchov, Jonathan Safran Foer]","[Fiction, Historical Fiction, Contemporary, Novels]",6771.0,100.0,276 pages,"[45724, 49211, 28874, 9646, 3982]",3.9,April 16th 2002,4.0,2.0
268,Exodus,tt0053804,http://www.imdb.com/title/tt0053804/,4000000,18966000,,,"
National Jewish Book Award for Fiction (1959)
",Exodus,[],"[Historical Fiction, Fiction, Classics, Historical, Cultural, Israel, War]",1373.0,72.0,608 pages,"[38715, 25125, 9680, 1462, 438]",4.33,January 1st 1958,1.0,0.0
269,Eye of the Needle,tt0082351,http://www.imdb.com/title/tt0082351/,,17583634,,24 July 1981,"
Edgar Award for Best Novel (1979)
",Eye of the Needle,"[Lucy Rose, Henry Faber]","[Fiction, Thriller, Historical Fiction, Spy Thriller, Espionage, Mystery]",1846.0,137.0,368 pages,"[36928, 38279, 16296, 2059, 542]",4.16,May 1st 1978,1.0,2.0
270,Factotum,tt0417658,http://www.imdb.com/title/tt0417658/,1000000,808221,59212.0,,,Factotum,[Henry Chinaski],"[Fiction, Literature, Classics, Literature, American, Novels, Contemporary, Poetry, Literature, 20th Century, Literary Fiction, Humor]",1112.0,66.0,208 pages,"[11425, 15271, 8190, 1707, 413]",3.96,1975,0.0,1.0
271,Fahrenheit 451,tt0060390,http://www.imdb.com/title/tt0060390/,1500000,,,14 November 1966,"
Hugo Award for Best Novel (1954), Prometheus Hall of Fame Award (1984), Geffen Award for Best Translated SF Book (2002), California Book Award Silver Medal for Fiction (1953)
",Fahrenheit 451,"[Guy Montag, Norman Corwin, Clarisse McClellan, Mildred Montag, Captain Beatty, Professor Faber]","[Classics, Science Fiction, Science Fiction, Dystopia, Literature, Fantasy, Novels, Science Fiction Fantasy, Adult, Academic, Read For School, Literature, American]",27562.0,459.0,227 pages,"[383858, 394060, 222176, 60306, 26744]",3.96,October 1st 1953,4.0,6.0
272,Fall From Grace,tt0977649,http://www.imdb.com/title/tt0977649/,7000,,,10 March 2007,,Fall From Grace (Mad World #1),"[Lea, Grace Taylor, Connor, Shane Maxton]","[Fantasy, Paranormal, Paranormal, Angels, Romance, New Adult, Romance, Paranormal Romance, Fantasy, Fantasy, Supernatural, Young Adult, Contemporary, Music]",1350.0,2.0,317 pages,"[7696, 7172, 3402, 1024, 473]",4.04,,0.0,4.0
273,Fallen,tt0119099,http://www.imdb.com/title/tt0119099/,,25188006,10401586.0,16 January 1998,,Fallen (Fallen #1),"[Lucinda Price, Daniel Grigori, Cameron ""Cam"" Briel, Arriane Alter, Pennyweather ""Penn"" Van Syckle Lockwood, Roland Sparks, Gabrielle 'Gabbe' Givens, Mary Margaret 'Molly' Zane]","[Young Adult, Fantasy, Paranormal, Angels, Romance]",16907.0,81.0,452 pages,"[133127, 100974, 87990, 38868, 21930]",3.74,,0.0,8.0
274,Fantastic Mr. Fox,tt0432283,http://www.imdb.com/title/tt0432283/,40000000,21002919,6965267.0,25 November 2009,"
Zilveren Griffel (1972), Books I Loved Best Yearly (BILBY) Awards for Read Aloud (1994)
",Fantastic Mr. Fox,"[Mr. Fox, Boggis, Bunce, Bean Ebony, Badger]","[Childrens, Fiction, Fantasy]",2530.0,36.0,96 pages,"[24755, 24200, 15530, 3046, 653]",4.02,1970,2.0,5.0
275,Fantastic Voyage,tt0060397,http://www.imdb.com/title/tt0060397/,5115000,12000000,,,,Fantastic Voyage,"[Cora, Grant McCarthy]","[Science Fiction, Fiction]",278.0,50.0,208 pages,"[5702, 7699, 5673, 943, 174]",3.88,1966,0.0,2.0
276,Far and Away,tt0104231,http://www.imdb.com/title/tt0104231/,60000000,58883840,,22 May 1992,,Far and Away,[],"[Historical Fiction, Fiction, Media Tie In, Movies, Romance]",11.0,5.0,316 pages,"[62, 71, 43, 12, 2]",3.94,January 1st 1992,0.0,0.0
277,Far from the Madding Crowd,tt2935476,http://www.imdb.com/title/tt2935476/,,12229314,164985.0,22 May 2015,,Far from the Madding Crowd,"[Gabriel Oak, Bathsheba Everdene, William Boldwood, Francis Troy, Fanny Robin]","[Classics, Fiction, Romance]",3860.0,694.0,433 pages,"[28053, 33572, 20163, 5081, 2084]",3.9,1874,0.0,5.0
278,"Farewell, My Lovely",tt0072973,http://www.imdb.com/title/tt0072973/,2500000,,,8 August 1975,,"Farewell, My Lovely (Philip Marlowe #2)","[Philip Marlowe, Moose Malloy]","[Mystery, Mystery, Noir, Classics, Mystery, Detective]",1053.0,123.0,292 pages,"[8774, 9467, 3783, 464, 85]",4.17,1940,0.0,2.0
279,Fast Times at Ridgemont High,tt0083929,http://www.imdb.com/title/tt0083929/,4500000,27092880,2545674.0,13 August 1982,,Fast Times at Ridgemont High,[],"[Nonfiction, Humor, Young Adult, Coming Of Age]",67.0,2.0,253 pages,"[174, 219, 127, 29, 5]",3.95,1981,0.0,0.0
280,Fate Is the Hunter,tt0058091,http://www.imdb.com/title/tt0058091/,2525000,2200000,,,,Fate Is the Hunter,[],"[Nonfiction, History, Biography, Autobiography, Memoir, Adventure, Biography, Autobiography, Biography Memoir, War, Philosophy, War, World War II]",120.0,10.0,416 pages,"[701, 338, 92, 17, 8]",4.48,1961,0.0,0.0
281,Fatherland,tt0109779,http://www.imdb.com/title/tt0109779/,,,,,,Fatherland,"[Xavier March, Max Jaeger, Charlotte Maguire, Josef Buhler, Hermann Jost, Odilo Globocnik, Wilhelm Stuckart, Pili March, Karl Krebs, Artur Nebe, Rudolf Halder, Henry Nightingale]","[Fiction, Historical Fiction, Science Fiction, Alternate History, Thriller, Mystery, Mystery, Crime]",1271.0,86.0,380 pages,"[5792, 9596, 4844, 825, 130]",3.95,May 26th 1992,0.0,12.0
282,Fear and Loathing in Las Vegas,tt0120669,http://www.imdb.com/title/tt0120669/,18500000,10680275,4335095.0,22 May 1998,,Fear and Loathing in Las Vegas,[Hunter S. Thompson],"[Fiction, Humor, Classics]",4763.0,93.0,204 pages,"[91862, 77981, 39311, 10501, 4374]",4.08,1971,0.0,1.0
283,Fearless,tt0446059,http://www.imdb.com/title/tt0446059/,,24623719,10590244.0,22 September 2006,,Fearless,[],"[Fiction, Adult Fiction]",19.0,14.0,10 pages,"[41, 77, 46, 14, 2]",3.78,April 1st 1993,0.0,0.0
284,Fever Pitch,tt0332047,http://www.imdb.com/title/tt0332047/,30000000,42071069,12400125.0,8 April 2005,"
William Hill Sports Book of the Year (1992)
",Fever Pitch,[],"[Fiction, Sports and Games, Sports, Football, Soccer]",1153.0,73.0,272 pages,"[6372, 9719, 7586, 2117, 742]",3.71,1992,1.0,0.0
285,Fifty Shades of Grey,tt2322441,http://www.imdb.com/title/tt2322441/,40000000,166167230,94395000.0,13 February 2015,"
All About Romance (AAR) Annual Reader Poll for Best Erotic Romance (tie) (2012), Goodreads Choice Award Nominee for Best Romance (2nd) (2011)
",Fifty Shades of Grey (Fifty Shades #1),"[Anastasia Steele, Christian Grey, Kate Kavanagh, Elliot Grey, José Rodriguez, Paul Clayton, Ray Steele, Dr. Grace Trevelyan Grey, Jason  Taylor]","[Romance, New Adult]",74209.0,155.0,356 pages,"[557300, 284743, 241720, 145526, 157844]",3.68,,2.0,9.0
