,New Book Name,ID,Link,Budget,Gross,Opening,Release Date,Awards List,Book Name,Characters,Genres,Num_reviews,Other editions,Pages,Star votes,Stars,publish_date,Award Count,Num Characters
721,Star Wars: Episode III - Revenge of the Sith,tt0121766,http://www.imdb.com/title/tt0121766/,113000000,380262555,108435841.0,19 May 2005,,Star Wars: Episode III - Revenge of the Sith (Star Wars: Novelizations #3),"[Sheev Palpatine, Obi-Wan Kenobi, Anakin Skywalker]","[Media Tie In, Star Wars, Science Fiction, Fiction, Fantasy]",532.0,36.0,418 pages,"[4204, 3230, 1966, 488, 113]",4.09,January 1st 2004,0.0,3.0
722,Stardust,tt0486655,http://www.imdb.com/title/tt0486655/,70000000,38634938,9169779.0,10 August 2007,"
Locus Award Nominee for Best Fantasy Novel (1999), Geffen Award (2000), Mythopoeic Fantasy Award for Adult Literature (1999), ALA Alex Award (2000)
",Stardust,"[Tristran Thorn, Yvaine, Victoria Forester, Dunstan Thorn, Madame Semele, Lady Una, Lord Primus, Lord Septimus, The Lilim, Mr. Monday]","[Fantasy, Fiction]",12639.0,190.0,266 pages,"[92092, 100184, 48962, 9500, 2686]",4.06,1999,4.0,10.0
723,Starman,tt0088172,http://www.imdb.com/title/tt0088172/,22000000,28700000,,14 December 1984,,Starman,[],"[Science Fiction, Fiction, Literature, American, Science Fiction, Aliens, Media Tie In, Romance, Media Tie In, Movies]",13.0,5.0,192 pages,"[57, 101, 121, 34, 3]",3.55,1984,0.0,0.0
724,Starship Troopers,tt0120201,http://www.imdb.com/title/tt0120201/,105000000,54700065,22058773.0,7 November 1997,"
Hugo Award for Best Novel (1960)
",Starship Troopers,[Juan Rico],"[Science Fiction, Fiction, Classics]",3707.0,122.0,335 pages,"[47032, 49508, 29432, 6777, 1895]",3.99,December 1st 1959,1.0,1.0
725,Stellaluna,tt0463373,http://www.imdb.com/title/tt0463373/,,,,,"
American Booksellers Book Of The Year  Award for Children (1994), Keystone to Reading Book Award (1995)
",Stellaluna,[],"[Childrens, Picture Books, Childrens, Animals]",1076.0,35.0,46 pages,"[40947, 22722, 13498, 3063, 1159]",4.22,,2.0,0.0
726,Steve Jobs,tt2080374,http://www.imdb.com/title/tt2080374/,30000000,17750583,521522.0,23 October 2015,"
Financial Times and McKinsey Business Book of the Year Nominee for Shortlist (2012), Premio Know Square (2011)
",Steve Jobs,[Steve Jobs],"[Biography, Nonfiction, Business, Science, Technology]",14508.0,180.0,656 pages,"[200909, 172760, 75815, 18697, 15795]",4.08,,2.0,1.0
727,Still Alice,tt3316960,http://www.imdb.com/title/tt3316960/,5000000,18656400,,20 February 2015,"
Next Generation Indie Book Awards Nominee for General Fiction/Novel (2008)
",Still Alice,"[Alice Howland, Lydia Howland, John Howland, Anna Howland, Tom Howland, Tamara Moyer, Dr. Davis]","[Contemporary, Book Club, Psychology, Adult Fiction, Adult]",23117.0,101.0,336 pages,"[107171, 90755, 27135, 4079, 1126]",4.3,2005,1.0,7.0
728,Storm Front,tt2882128,http://www.imdb.com/title/tt2882128/,30000,,,2 November 2007,,Storm Front (The Dresden Files #1),"[Harry Dresden, Bob Andrews, Donald Morgan, Ron Carmichael, Susan Rodriguez, Bob (Dresden Files), John Marcone, Karrin Murphy]","[Fantasy, Fantasy, Urban Fantasy, Mystery, Fiction, Fantasy, Paranormal, Fantasy, Magic]",11123.0,67.0,320 pages,"[73646, 74329, 42391, 9016, 3007]",4.02,April 1st 2000,0.0,8.0
729,Stormbreaker,tt0457495,http://www.imdb.com/title/tt0457495/,40000000,652526,215177.0,13 October 2006,"
Rebecca Caudill Young Reader's Book Award (2004), South Carolina Book Award for Junior Book Award (2005), Iowa Teen Award (2005)
",Stormbreaker (Alex Rider #1),"[Alex Rider, Alan Blunt, Jack Starbright, Smithers, Herod Sayle, Mrs Jones, Ian Rider]","[Young Adult, Adventure, Mystery, Fiction]",4103.0,105.0,256 pages,"[23622, 24705, 15641, 3703, 965]",3.97,January 1st 2000,3.0,7.0
730,Story of O,tt0073115,http://www.imdb.com/title/tt0073115/,,,,14 November 1975,"
Prix des Deux Magots (1955)
",Story of O (Story of O #1),[],"[Adult Fiction, Erotica, Fiction, Erotica, Bdsm, Classics, Romance]",1191.0,111.0,199 pages,"[2569, 3555, 3984, 2061, 1028]",3.35,1954,1.0,0.0
731,Strangers When We Meet,tt0054345,http://www.imdb.com/title/tt0054345/,,,,,,Strangers When We Meet,[],"[Fiction, Mystery, Novels, Thriller, Mystery Thriller]",1.0,7.0,375 pages,"[19, 22, 22, 3, 1]",3.82,,0.0,0.0
732,Strangers on a Train,tt0044079,http://www.imdb.com/title/tt0044079/,1200000,,,30 June 1951,"
Edgar Award Nominee for Best First Novel (1951)
",Strangers on a Train,"[Guy Haines, Miriam Haines, Charles Anthony Bruno, Anne Faulkner]","[Fiction, Classics, Thriller, Mystery, Noir, Mystery, Suspense, Thriller, Mystery Thriller]",925.0,74.0,281 pages,"[2539, 4356, 2408, 620, 158]",3.84,1950,1.0,4.0
733,Strip Tease,tt0186584,http://www.imdb.com/title/tt0186584/,,,,,,Strip Tease,[],"[Fiction, Mystery, Humor, Mystery, Crime, Humor, Comedy, Thriller, Humor, Funny, Thriller, Mystery Thriller, Literature, American, Action]",537.0,38.0,464 pages,"[2658, 5219, 3422, 563, 93]",3.82,1993,0.0,0.0
734,Stuart Little,tt0164912,http://www.imdb.com/title/tt0164912/,133000000,140015224,15018223.0,17 December 1999,"
Laura Ingalls Wilder Award (1970)
",Stuart Little,[],"[Childrens, Classics, Fiction, Fantasy]",1832.0,81.0,131 pages,"[27751, 28371, 22900, 5556, 1469]",3.88,1945,1.0,0.0
735,Suddenly Last Summer,tt3198158,http://www.imdb.com/title/tt3198158/,,,,,,Suddenly Last Summer,[],"[Plays, Drama, Classics, Fiction, Plays, Theatre]",95.0,12.0,45 pages,"[1628, 1973, 1205, 258, 49]",3.95,January 1st 1958,0.0,0.0
736,Summer of the Monkeys,tt0128648,http://www.imdb.com/title/tt0128648/,,22500,3391.0,30 October 1998,"
Oklahoma Sequoyah Award (1979)
",Summer of the Monkeys,[],"[Fiction, Young Adult, Childrens, Classics, Historical Fiction]",753.0,22.0,288 pages,"[3514, 3460, 2113, 440, 190]",3.99,January 1st 1976,1.0,0.0
737,Sun & Moon,tt0177242,http://www.imdb.com/title/tt0177242/,,,,,,Sun & Moon,[],[],0.0,2.0,28 pages,"[7, 1, 0, 0, 0]",4.88,,0.0,0.0
738,Sundays at Tiffany's,tt1743360,http://www.imdb.com/title/tt1743360/,,,,,,Sundays at Tiffany's,"[Michael, Jane Margaux, Vivienne Margaux]","[Romance, Fiction, Womens Fiction, Chick Lit, Fantasy]",5631.0,61.0,309 pages,"[16688, 17330, 14972, 5342, 1954]",3.74,January 1st 2008,0.0,3.0
739,Suzanne's Diary for Nicholas,tt0430652,http://www.imdb.com/title/tt0430652/,,,,,,Suzanne's Diary for Nicholas,[],"[Romance, Fiction, Womens Fiction, Chick Lit, Contemporary]",4135.0,74.0,289 pages,"[55524, 37192, 20531, 5233, 2042]",4.15,2001,0.0,0.0
740,Sweet Bird of Youth,tt0056541,http://www.imdb.com/title/tt0056541/,,,,,,Sweet Bird of Youth,[],"[Plays, Drama, Classics, Literature, American, Fiction, Plays, Theatre]",46.0,11.0,72 pages,"[382, 662, 550, 109, 20]",3.74,1959,0.0,0.0
741,Tai-Pan,tt0092042,http://www.imdb.com/title/tt0092042/,25000000,3986171,1863469.0,7 November 1986,,Tai-Pan (Asian Saga: Chronological Order #2),[],"[Historical Fiction, Fiction, Historical, Cultural, China, Adventure]",661.0,84.0,734 pages,"[15307, 12638, 5200, 746, 145]",4.24,1966,0.0,0.0
742,Tank Girl,tt0114614,http://www.imdb.com/title/tt0114614/,25000000,4064333,,31 March 1995,,Tank Girl (Hewlett and Martin's Tank Girl #1),[],"[Sequential Art, Comics, Sequential Art, Graphic Novels, Graphic Novels Comics, Apocalyptic, Post Apocalyptic, Sequential Art, Comix]",144.0,12.0,130 pages,"[1267, 1052, 587, 164, 62]",4.05,January 1st 1990,0.0,0.0
743,Tara Road,tt0429153,http://www.imdb.com/title/tt0429153/,,,,,,Tara Road,"[Rosemary, Ria Lynch, Marilyn Vine, Danny Lynch, Annie Lynch, Brian Lynch, Gertie, Jack Tenpenny]","[Womens Fiction, Chick Lit, Romance]",1687.0,72.0,648 pages,"[16941, 23473, 15952, 3149, 742]",3.87,1998,0.0,8.0
744,Tarzan of the Apes,tt0009682,http://www.imdb.com/title/tt0009682/,,1000000,,27 January 1918,,Tarzan of the Apes (Tarzan #1),"[Tarzan, Jane Porter, Archimedes Q. Porter, Samuel T. Philander, William Cecil Clayton, Esmerelda, John Clayton, Alice Clayton]","[Classics, Fiction, Adventure, Fantasy]",1818.0,404.0,270 pages,"[9259, 10759, 7755, 1827, 521]",3.88,October 1912,0.0,8.0
745,Tell No One,tt0362225,http://www.imdb.com/title/tt0362225/,,6177192,169707.0,8 August 2008,"
Barry Award Nominee for Best Novel (2002), Macavity Award Nominee for Best Mystery Novel (2002), Anthony Award Nominee for Best Novel (2002), Audie Award for Mystery (2002), Edgar Award Nominee for Best Novel (2002)
...more
Abraham Lincoln Award Nominee (2008), Grand Prix des lectrices de Elle for roman policier (2003)
...less ",Tell No One,"[Shauna, Elizabeth Parker, David Beck, Hester Crimstein]","[Mystery, Thriller, Fiction, Suspense, Mystery, Crime, Thriller, Mystery Thriller]",3479.0,113.0,370 pages,"[29249, 31921, 14226, 2351, 609]",4.11,June 19th 2001,6.0,4.0
746,Tenderness,tt0494864,http://www.imdb.com/title/tt0494864/,,,,,,Tenderness,[],"[Young Adult, Fiction, Horror, Young Adult, Teen, Realistic Fiction, Mystery, Crime, Contemporary, Thriller, Mystery, Romance]",287.0,19.0,240 pages,"[616, 722, 624, 221, 78]",3.7,March 10th 1997,0.0,0.0
747,Terms of Endearment,tt0086425,http://www.imdb.com/title/tt0086425/,8000000,105237012,3498813.0,9 December 1983,,Terms of Endearment,[],"[Fiction, Classics]",262.0,36.0,416 pages,"[8579, 7981, 3641, 633, 201]",4.15,1975,0.0,0.0
748,Tess of the D'Urbervilles,tt1186342,http://www.imdb.com/title/tt1186342/,,,,,,Tess of the D'Urbervilles,"[Tess Durbeyfield, Alec D'Urberville, Angel Clare]","[Classics, Fiction, Literature, Romance, Historical Fiction, Literature, 19th Century, European Literature, British Literature, Classics, Classic Literature, Historical, Victorian, Novels]",6312.0,808.0,518 pages,"[51198, 59353, 41071, 15140, 7861]",3.75,1891,0.0,3.0
749,Tex,tt0084783,http://www.imdb.com/title/tt0084783/,,7000536,,30 July 1982,"
Dorothy Canfield Fisher Children's Book Award Nominee (1981), National Book Award Finalist for Children's Book, Fiction (Paperback) (1981)
",Tex,[],"[Young Adult, Fiction, Realistic Fiction, Classics, Young Adult, Teen, Young Adult, Coming Of Age, Contemporary, Childrens, Historical Fiction, Academic, School]",311.0,27.0,257 pages,"[2269, 2729, 2592, 560, 103]",3.79,January 1st 1979,3.0,0.0
750,Texasville,tt0103069,http://www.imdb.com/title/tt0103069/,,2268181,823534.0,28 September 1990,,Texasville (The Last Picture Show #2),[],"[Fiction, Western, Literature, Contemporary, Novels, Literary Fiction, Humor, American, Southern, Historical Fiction, Gothic, Southern Gothic]",129.0,18.0,544 pages,"[742, 1258, 1083, 271, 64]",3.69,1987,0.0,0.0
751,Thank You for Smoking,tt0427944,http://www.imdb.com/title/tt0427944/,6500000,24792061,262923.0,14 April 2006,,Thank You for Smoking,[],"[Fiction, Humor, Contemporary]",608.0,24.0,272 pages,"[2449, 4333, 2254, 383, 75]",3.92,1994,0.0,0.0
752,The 39 Steps,tt0026029,http://www.imdb.com/title/tt0026029/,,,,1 August 1935,,The 39 Steps (Richard Hannay #1),"[Richard Hannay, Sir Walter Bullivant]","[Classics, Fiction, Mystery, Thriller, Adventure, Mystery, Crime]",1550.0,512.0,182 pages,"[3628, 6792, 6575, 1768, 373]",3.6,August 1915,0.0,2.0
753,The 5th Wave,tt2304933,http://www.imdb.com/title/tt2304933/,38000000,34912982,10326356.0,22 January 2016,"
Georgia Peach Book Award Nominee for Honor book (2014), Keystone to Reading Book Award Nominee for High School (2015), Milwaukee County Teen Book Award Nominee (2014), The Inky Awards Nominee for Silver Inky (2013), Abraham Lincoln Award Nominee (2015)
...more
Goodreads Choice Award Nominee for Best Young Adult Fantasy & Science Fiction (2013), Carnegie Medal Nominee (2014), Green Mountain Book Award Nominee (2015), Louisiana Teen Readers Choice Award Winner (2016), Missouri Gateway Readers Award Nominee (2016), Oklahoma Sequoyah Award for High School (2016), Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2013)
...less ",The 5th Wave (The 5th Wave #1),"[Evan Walker, Cassie Sullivan, Sammy Sullivan, Ben Parish, Colonel Alexander]","[Young Adult, Science Fiction, Science Fiction, Dystopia]",25243.0,97.0,457 pages,"[106822, 84892, 39192, 10569, 5018]",4.13,,11.0,5.0
754,The Accidental Tourist,tt0094606,http://www.imdb.com/title/tt0094606/,,32632093,97578.0,6 January 1989,"
Ambassador Book Award for Fiction (1986), National Book Critics Circle Award (1985)
",The Accidental Tourist,[],"[Fiction, Contemporary, Literary Fiction]",1600.0,81.0,352 pages,"[22589, 30754, 19377, 4137, 992]",3.9,August 11th 1985,2.0,0.0
755,The Adventures of Huckleberry Finn,tt0053571,http://www.imdb.com/title/tt0053571/,,,,3 August 1960,,The Adventures of Huckleberry Finn,"[Huckleberry Finn, Tom Sawyer, Jim Upton]","[Classics, Fiction, Historical Fiction, Literature, Young Adult, Adventure, Academic, School, Novels, Literature, American, Academic, Read For School]",11746.0,1773.0,327 pages,"[279869, 327580, 245336, 73716, 27214]",3.8,December 10th 1884,0.0,3.0
756,The Adventures of Sherlock Holmes,tt0086661,http://www.imdb.com/title/tt0086661/,,,,,,The Adventures of Sherlock Holmes (Sherlock Holmes #3),"[Inspector Lestrade, Irene Adler, Dr. John Watson, Sherlock Holmes]","[Classics, Mystery, Fiction, Short Stories, Mystery, Crime, Mystery, Detective, Literature, Adventure, Historical Fiction, European Literature, British Literature]",4524.0,1146.0,339 pages,"[82064, 63964, 23425, 2879, 801]",4.29,1892,0.0,4.0
757,The Adventures of Tom Sawyer,tt0029844,http://www.imdb.com/title/tt0029844/,,,,11 February 1938,"
Lewis Carroll Shelf Award (1967)
",The Adventures of Tom Sawyer,"[Huckleberry Finn, Tom Sawyer]","[Classics, Fiction, Adventure, Young Adult, Historical Fiction, Literature]",6571.0,379.0,225 pages,"[173339, 204900, 136113, 32546, 11391]",3.89,1876,1.0,2.0
758,The African Queen,tt0043265,http://www.imdb.com/title/tt0043265/,,536118,,21 March 1952,,The African Queen,"[Charlie Allnutt, Rose Sayer]","[Fiction, Classics, Historical Fiction, Adventure, Cultural, Africa, War, Romance]",279.0,48.0,256 pages,"[2118, 2199, 1183, 242, 64]",4.04,1935,0.0,2.0
759,The Age of Innocence,tt0106226,http://www.imdb.com/title/tt0106226/,30000000,32000000,,1 October 1993,"
Pulitzer Prize for Novel (1921)
",The Age of Innocence,"[Newland Archer, May Welland, Ellen Olenska]","[Classics, Fiction, Historical Fiction, Romance, Literature]",4707.0,735.0,305 pages,"[35555, 39984, 24229, 6217, 2240]",3.93,1920,1.0,3.0
760,The Alchemist,tt0088691,http://www.imdb.com/title/tt0088691/,,,,March 1986,"
NBDB National Book Award Nominee for Translation (2015), Grand Prix des lectrices de Elle for roman (1995)
",The Alchemist,"[Santiago, Alchemist]","[Classics, Fantasy, Philosophy, Novels]",51081.0,424.0,197 pages,"[444422, 368622, 261889, 113554, 68689]",3.8,1988,2.0,2.0
761,The Amityville Horror,tt0384806,http://www.imdb.com/title/tt0384806/,19000000,65233369,23507007.0,15 April 2005,"
South Carolina Book Award for Young Adult Book Award (1980)
",The Amityville Horror,[],"[Horror, Fiction, Fantasy, Paranormal, Thriller, Paranormal, Ghosts, Fantasy, Supernatural, Mystery, Classics, Crime, True Crime, Fantasy]",1435.0,38.0,315 pages,"[24496, 23529, 21374, 6147, 1825]",3.81,August 1st 1977,1.0,0.0
762,The Andromeda Strain,tt0066769,http://www.imdb.com/title/tt0066769/,6500000,12376563,,,,The Andromeda Strain,[],"[Science Fiction, Thriller, Fiction, Suspense, Science Fiction Fantasy, Mystery, Horror, Novels, Medical, Adventure]",2345.0,117.0,327 pages,"[45318, 65653, 46517, 8941, 1540]",3.86,September 1st 1969,0.0,0.0
